content,label
"内部结算;更新四个轮胎;发动机油保养;悦享保养套餐:机油保养;客户车辆有加装,无法编程TA;请检查客户反映车内异味严重(建议客户更换空调格,空调系统杀菌后在试车);已与您确认:保留旧件/车内无贵重物品/洗车;F02 F18 N52T (CHINA) PROGRAM CONTROL UNITS (RADIAT;更换四条轮胎;",0
内部结算;BMW集团100周年售后服务客户回馈;人保   单车;拆卸和安装前保险杠饰板;右前事故拆检报价;更新右前侧围;右前轮眉喷塑;前保险杠喷漆;右前侧围喷漆;右后叶前段下部补漆;共2个面  前保  右前叶  右后叶前端;前保修复;右后轮眉固定;,0
"项目：换制动液；换制动液；441；换变速箱油；换变速箱油；600；换外围皮带；换外围皮带；250；换机油及格（合成）；换机油及格（合成）；705；换三滤；检查三滤；更换后减震防尘套；检查底盘、胎压、灯光；换火花塞；检查火花塞；洗车；洗车；清洗节气门体；清洗节气门体；248；

材料：油液滤清器总成；火花塞总成；后减振器上缓冲块总成；燃油滤清器总成；发电机和空调压缩机皮带；空气滤清器滤芯总成；乘客厢空气滤清器；YS制动液；YS自动变速器油(DEXRON VI,1升)；YS自动变速器油(DEXRON VI,4升)；发动机机油（加德士,1L-DEXOS 1)；发动机机油(加德士,4升-DEXOS 1,5W-30)；高级擦拭纸；",0
清洁空调滤芯;北京每5000公里更换机油机滤;北京每5000公里更换空气滤芯;昊锐每5000公里常规保养（黑钻）备箱机油置换黑钻;免费检测（底盘，胎压，电脑）;预约提醒及用车建议（多跑高速，避免空挡滑行）;送玻璃水;更换右侧手制动拉线;,0
"可报销当次出租车票(限额30元),保养机油机滤空滤,8.9点准时预约优惠,15.16点准时预约优惠 预检,您对我们此次的服务是否极为满意,接听0431、010.5130、0411电话,更换火花塞,报修胎压报警",0
"自费或保险;【活动】1月同时更换4条轮胎同享以下优惠(工时免费,;更新压差传感器;更新空气滤清器滤芯;备注:经检查,建议拆洗油路等,客户周日在来维修;1.客户反映发动机报警;",0
"保养标准范围；&nbsp;发动机油保养；&nbsp;火花塞保养；&nbsp;BMW“悦享”保养套餐.更换燃油滤清器；&nbsp;燃油滤清器售后服务（仅限带 SA1AE Fle xib的中国或巴；&nbsp;清洗三元催化器套餐；&nbsp;鉴于燃油品质问题，我们强烈建议您的爱车每10000KM进行机油保养。；&nbsp;为了节省您的宝贵的时间，请用宝马预约快修通道，我们会提前安排技师，；&nbsp;悦享套餐SRP中有12种保养套餐,保养套餐价格透明、公开。；&nbsp;免责声明：客户将车辆交付我司时，请将贵重物品、易碎、易燃、易爆以及；&nbsp;免拆清洗油路；&nbsp;BMW“悦享”保养套餐--机油保养(原厂高端)新车半价；&nbsp;BMW“悦享”保养套餐.更换火花塞（1199）；&nbsp;三元催化套件；&nbsp;免拆清洗油路 通用；&nbsp;",0
"详细材料见定损单,左前杠左后叶右前门喷漆,太平洋代办划痕,右前侧事故拆检,右前叶机盖右前杠喷漆,修复右前杠右前叶子板,太平洋代办三者不赔,出厂油表及里程数___________,欢迎提前一天预约（36393496）,免费洗车（用时30分钟）,免费提供市内交通替代服务",0
清洗节气门（含电脑匹配）;全新宝来非TSI 6万km定期保养;更换制动液;提醒：下次65000KM需要保养;免费服务/底盘/气压/灯光/油水;赠送免费清洗车辆;客户反映行驶倒车刹车异响;,0
"事故;腾修右前叶子板;拆装前杠;拆装右前轮毂;外修前杠;外修右前轮毂;喷前杠;喷右前叶子板;喷右前门及门把;定损员,史广宇直赔平安;报案号。***;腾修右后门;腾修右后叶子板;拆装后杠;外修后杠;喷后杠;喷右后叶子板;喷右后门;报案号,***;",0
"检查：客户反映车辆前几天加完汽油后车辆显示屏就提示了”主动转向控制失；&nbsp;清洁车身及车辆内部；       ....；&nbsp;BMW""悦享""保养套餐：价格公开、透明，按需保养(CBS)更精准、费用更便宜；；&nbsp;机油道清洁养护-599元（免工时）；&nbsp;空调系统清洁除菌-550元；&nbsp;保养标准范围；&nbsp;发动机油保养；&nbsp;机油保养-Engine oil service-1161元；&nbsp;检查：左后尾盖灯里面有水。；&nbsp;检查：尾盖不会自动上升。；&nbsp;检查：车辆空调风扇开会有”VVV“声，风速越大，声音频率越高。；&nbsp;拆卸和安装整个主油路机油滤清器；&nbsp;冷却系统排气并检查水密性；&nbsp;更新后行李箱盖自动操作装置控制单元 (车辆诊断后)；&nbsp;更新充电免提电子装置 (车辆诊断后) (不包括编程 /；&nbsp;进行车辆测试；&nbsp;控制单元 (带 CAS) 编程 / 设码；&nbsp;修复线束；&nbsp;更新冷却液热膨胀平衡罐；&nbsp;拆卸和安装或更新左侧或右侧尾灯 (后行李箱盖上)；&nbsp;您的服务顾问：骆志敏 电话：***很荣幸向您提供本次服务体验。；&nbsp;多谢惠顾！欢迎下次光临请先预约，可享受快速保养服务，；&nbsp;辅料；&nbsp;更新冷却液软管 (水箱上部和接头之间)；&nbsp;",0
更换排气凸轮轴执行器；&nbsp;更换排气凸轮轴传感器；&nbsp;更换空滤(乘)；&nbsp;空调系统深化保养；&nbsp;清洗冷却系统（含放空气）；&nbsp;更换后刹车片；&nbsp;检查发动机故障灯亮；&nbsp;检查ESP灯亮；&nbsp;友情醒客户三日回访；&nbsp;提醒客户妥善保管车内贵重物品；&nbsp;十项常规检测；&nbsp;换机油\机滤（合成）；&nbsp;发动机动力提升剂1瓶；&nbsp;检查空调制冷效果差；&nbsp;,0
"拆装：前杠及附件,拆装：右前大灯,拆装：内铁,修复：头盖,注：更换备件已备件打钩为准,机修：龙门架,机修：水箱,机修：散热网,机修：方向机散热油管,机修：电子扇,机修：发动机底板,机修：抽加雪种,机修：小水箱,机修：大水箱,喷漆：前杠,喷漆：头盖,注：旧件回收/需复堪,注：王铜定损,平安前部受损，不代理赔结现",0
事故;更换右前钢圈及轮胎;更换中冷器及增压管;更换右前臂及拉杆;更换右前羊角及轴承;更换右前传动轴;更换油底壳;更换发动机下护板;四轮定位;更换骨架;更换雨刮水壶;更换右前雾灯;更换左右前轮内衬;更换下格栅;更换右前雾灯格栅及亮条;前保险杠喷漆;拆装/更换前保险杠;,0
"内部结算;机油保养;保养标准范围;发动机油保养;车内无贵重物品;旧件是否保留(是/否); 清洗车辆 (是/否).;尊敬的客户,现BMW全系配备“车况保养(CBS)功能”;建议车辆每隔15000KM四轮定位一次,轮胎每15天测量气压一次。;更新两条后轮胎;四轮动平衡;四轮定位;预约维修热线:,;保养手册已登记。;-;",0
"事故(有/没有修理)&nbsp;99001&nbsp;车辆左前部;更换左前门及附件;左前门、门饰板 喷漆;整车-概述:事故车创VAL/太平洋保险***/车身://;车辆左前门事故维修:更换左前门及左前门附件,左前门喷漆。车辆左前门事故维修:更换左前门及左前门附件,左前门喷漆已完成。;左前车门;左前车门外密封件;拆卸/安装左前车门;)更换左前车门(车门已拆卸);拆卸/安装左镜面玻璃;)拆卸/安装左外后视镜上盖板;拆卸/安装左车外后视镜电机;)拆卸/安装左外后视镜下护板;喷漆;喷漆准备工作;喷漆准备工作;左前车门(新件喷漆);左前车门下盖板(油漆修复);;",0
温馨提示：;洗车：　是Ｏ 　否Ｏ;付款方式：现金  刷卡  支票   协议;机油  方向机油  刹车油  变速箱油;防冻液，雨刮水;发电机皮带，电瓶桩头，电瓶电压;轮胎花纹深度 左前  右前  左后  右后;轮胎磨损程度;刹车片磨损程度;底盘螺丝紧固;方向机球头是否松旷   方向机是否漏油;常规保养（间隔5000公里）嘉实多;,0
自费或保险;1.人保单方事故;更换前杠    更换右前大灯   更换前杠龙骨    更换前龙骨泡沫;喷油前杠    喷油头盖    喷油右前沙板;2.自费维修  (春季活动特惠价);修复右后门    修复右后沙板    拆装裙边;喷油右后门    喷油右后沙板    喷油右裙边;,0
按50025公里规范常规保养;更换机滤、机油;发动机润滑系统免拆养护;四轮定位(两驱);校轮胎动平衡(只);更换左前门玻璃饰条;经销商保留旧件;免费洗车服务;建议；更换右前轮胎;01表检查;机油补差价;,0
"自费或保险;2016MINI春季关怀活动;客户描述车子行驶中发动机前部嗡嗡的响,停车之后风扇常转,请检查;客户描述行驶中右前方向有吱吱的异响,尤其是早上更明显,请检查;客户描述发动机下部有油迹,请检查;拆卸和安装发动机;拆卸和安装或更新油泵;密封发动机室底板;",0
3147 预约；&nbsp;更换机油机滤（美孚）；&nbsp;发动机深度清洗养护；&nbsp;空调系统清洗除菌；&nbsp;四轮动平衡（含料）*4；&nbsp;“别克关怀”2013年免费检测；&nbsp;洗车；&nbsp;,0
拆开检查前保险杠;左侧前部翼子板整形(1级);右侧前部翼子板整形(2级);拆装或更换左侧前部翼子板饰条;拆装或更换右侧前部翼子板饰条;前保险杠喷漆(金属漆);左侧前部翼子板喷漆(金属漆);右侧前部翼子板喷漆(金属漆);右侧前部车门喷漆(金属漆);右侧后部车门喷漆(金属漆);后保险杠补漆(500.2000cm2以下)(金属漆);,0
"一般:客户付款;检查怠速不稳;更换机油机滤;节气门已清洁,断电初始化,故障已解决。;检查行驶后停车刮空挡,转速会在2千转以上,很久不会下来,下来后,一下子又上去了,到3~4千转,过会右到2000转,循环。;",0
右后叶子板修复;右后门修复;侧灯/转向灯总成(一个)-更换;右前杠喷漆;右后杠喷漆;右后视镜喷漆;右后门喷漆;右后叶子板喷漆;右前叶子板喷漆;[备注:事故车事故车];;,0
"内部结算;机油保养;制动液保养;四轮定位;车内无贵重物品;旧件是否保留(是/否); 清洗车辆 (是/否).;尊敬的客户,芜湖宝利盛正在进行预约快修通道预约快修服务,;预约维修热线:,;保养手册已登记。;建议车辆每隔15000KM四轮定位一次,轮胎每15天测量气压一次。;保养标准范围;发动机油保养;后部制动片保养;后部制动器保养;客户反映:右前门锁无法连接。;-;",0
"换元宝梁 拆方向机 拉杆;换下臂;换减震器;车轮定位,检查;换后杠;拆前杠外修 换前杠下;换下护板;钣金左后门;拆左右踏板;换内衬 换左前后门下饰板;喷漆左前后门下饰板;前保险杠:修理＆喷漆;左后门:喷漆;后保险杠:修理＆喷漆;",0
常规保养   高端机油;更换汽油格;清洗空气格 空调格*管道清洁;免拆装清油路洗;发动机润滑保护套餐;轮胎磨损及轮胎气压情况(检查);车轮固定螺栓(检查);刹车片厚度(检查);发动机舱内各管路和接头(检查);冷却液液位(检查);机油液位(检查);蓄电池电压;雨刮器和车窗清洗装置(检查);安全气囊和安全带(检查);车身内外照明电器、仪表显示用电设备(检查);手制动器(检查);清洗车辆或发放免费洗车券(检查);201110.0779;,0
"换油服务,拆装空气滤清器滤芯,更换灰尘和花粉滤清器.鼓,拆装右侧大灯喷水泵,免费洗车（外表）,服务顾问解释维修内容及结算清单,可报销40元修理期间发生出租车费,本次提供延保及续保服务",0
左侧前车门更换;左侧前车门油漆(普通漆);左后车门油漆(普通漆);左后车门更换;左侧后侧板整形(1级);左侧后侧板油漆(普通漆);人保事故车辆.;左前翼子板整形(1级);左侧前翼子板油漆(普通漆);,0
"车辆安检已确认需要路试,保养辅助套件,整车保养Q52.0T含全车电脑检测,欢迎陪同举升机下环车检查,提供替代交通工具（方式）服务,免费添加雨刮水防冻液免费洗车,欢迎提前预约86769618,欢迎预约免费季节性检测活动,检查行驶时速130.140车身振动大",0
检查多个故障灯一起亮;更换右后ABS传感器;进门卡号（ 白卡   ）号;合适的回访时间：（随时）;旧件是否带走：否（  V   ）;服务顾问：陈旗13880289688;更换后备箱盖内侧卡扣;,0
"常规保养,检查方向向右跑偏,检查轮胎,免费洗车,免费全车电脑检查（￥360元）,请您到休息室休息,安排送您到达目的地(限市区范围),本公司帮您代叫出租车,由您自行安排,预约使用奥迪替换车服务,奥迪A6替换车￥800元/天,奥迪A8替换车￥1200元/天",0
Replace front brake pads 更换前轮刹车片    预计价格；&nbsp;会员卡C200结账；&nbsp;尊敬的顾客您好，我是您本次维修顾问赵宏伟，很高兴为您服务！；&nbsp;前部制动器保养；&nbsp;本次维修，胎压已经调整到标准值。为了节省您的等待时间，建议您下次；&nbsp;,0
事故车维修;更换前机盖及喷漆;更换大灯一对;更换上中网;更换前杠及喷漆;更换前挡风玻璃;前部拆解报价;更换助力油;拆装或更换前杠支架;拆装或更换前杠导向槽;拆装或更换前下中网;拆装或更换左前雾灯;拆装或更换右前雾灯;拆装或更换前杠杠胎;拆装或更换前杠泡沫胎;拆装或更换前大灯铁板;拆装或更换大灯卡子;拆装或更换水箱框架(塑料);拆装或更换机盖合页;拆装或更换机盖锁;拆装或更换机盖锁支架;拆装或更换机盖棉;,0
自费或保险;保养;发动机油保养;发动机;发动机油泥清洗;客人反映行车左转弯时车头有异响;检查暂未见异常;客人要求不做火花塞保养、积碳保养、油路保养。;宝马终身免费事故救援热线:400-812-9999;,0
保养;四轮定位检测及调整;更换两后减震器缓冲块;拆装4条轮胎(含动平衡);更换转向助力油(方向机油);更换刹车油;更换机油、机滤(TSI发动机);使用保险赠送工时券:100;油漆:全车油漆;钣金:全车修复;,0
"内部结算;客户反映:左前玻璃升降有异响,请检查。;检查:左前玻璃升降有异响;保修期前检查。;进行车辆测试(保修期前检查。);更新左前车门窗玻璃的橡胶导向件;客户要求,太保现场前杠,按保险定损单维修,提车付款D。;拆装修复:前杠。;油漆:前杠。;",0
更换壳牌机油及机滤；&nbsp;更换空气滤清器；&nbsp;更换燃油滤清器；&nbsp;终身九项免费检测服务；&nbsp;四轮充氮气（庆双节活动）；&nbsp;更换火花塞；&nbsp;建议润滑系统清洗养护；&nbsp;,0
温馨提示：;检查电瓶电压;洗车： 是Ｏ    否Ｏ;付款方式：现金  刷卡  支票  协议;检查变速箱冷却油管;防冻液能力 .30       °;按5000公里规范常规保养  全合成;左后门、左前叶子板修复;左后门、左前叶子板油漆;燃油箱中添加汽油清洗剂 (大众)*1;,0
"自费或保险;发动机机油保养(费用预计:;发动机油保养;TX1 TX4;已建议客户更换大灯驱动模块,更新变速箱油,更新4条轮胎,皮带;1,客户反映经常胎压报警;",0
冷却液液面检查、添加;制动液液面检查、添加;轮胎检查（包括：外伤、气压、轮胎螺栓坚固程度）;轮毂有无锈蚀或损伤检查;各部分玻璃工作状况检查;车身表面胶条破损、变形及防水、密封检查;制动、离合（手动挡）、转向、灯光、音响等功能检查;更换发动机机油，机油滤清器，油底放油螺丝密封垫圈;转向节、拉杆及传动系检查;蓄电池固定状况及电解液液面检查;空调操作系统、空调滤心及制冷效果检查;转向助力系统泄露(电动助力除外)、异响检查;变速箱油（自动挡）、齿轮油液面检查;后差速器油液面检查;,0
"自费或保险;夏季活动制动液保养,厂家补贴100元(有效期17年7-8月);机油保养(预计费用: 1199元 )普通机油;发动机油保养;更换空气滤芯(预计费用: 399 元);空气滤清器滤芯保养;预估价格为:2686元+另计.请问你选择何种方式结算:现金、刷卡、转账;更换雨刮片(预计费用: 599 元);更换制动液(预计费用:304 元);BMW 空调蒸发箱清洗(928元)含车内除甲醛 (赠送雨刮片保养一次);BMW 车内饰除甲醛/室内清新;空调蒸发箱清洗(928元)赠送;BMW 空调蒸发箱清洗;BMW喷油嘴系统清洗(580元)(赠送刹车油更换一次);BMW喷油嘴系统清洗;2017BMW夏季关怀活动 (“冰临尘下, 悦享酷暑”)建议更换皮带及组件,;夏季活动雨刮片减免599元(有效期17年7-8月);夏季活动制动液保养减免304元(有效期17年7-8月);客户使用利丰卡100元工时券抵用;",0
更换机油机滤（迈锐宝）；&nbsp;发动机润滑系统清洗+819；&nbsp;发动机舱线路保护套餐；&nbsp;变速箱内部清洗及养护；&nbsp;更换变速箱油（自）；&nbsp;忠实客户工时5折；&nbsp;预存4桶送1桶；&nbsp;价值68元的九项免费检测；&nbsp;价值800元深度清洗封釉；&nbsp;价值120元免费车内杀菌；&nbsp;四轮充氮气；&nbsp;检查空气滤空调滤；&nbsp;更换空滤；&nbsp;更换空调滤清器；&nbsp;,0
按10000公里规范常规保养;润滑系统清洗养护原价220元活动价198元;12项完工检测和服务项目;换油全面升级*专用设备深度换油工时100元活动价免工时费;保养赠送洗车及内部吸尘服务（免20元）;保养赠送发动机机舱清洗（免50元）;按定期保养表格检查含6150B专用仪器检测;更换原厂高端尊选机油、机油滤清器、放油螺栓;四轮定位(2驱);,0
更换机油三滤338+88；&nbsp;发动机清洗；&nbsp;空调管道清洗；&nbsp;免费检查；&nbsp;检查发动机故障灯报警；&nbsp;检查发动机舱异响；&nbsp;更换压缩机；&nbsp;更换三元催化；&nbsp;更换空调滤芯；&nbsp;室内净化车无敌；&nbsp;,0
保养标准范围；&nbsp;发动机油保养；&nbsp;洗车；&nbsp;本次维修预计费用约为：；&nbsp;尊敬的客户，车辆胎压已为您调整到标准值：前_____BAR  后_____BAR。；&nbsp;商丘商德宝预约热线：***；24小时救援热线：***；&nbsp;BMW终身免费事故救援热线：400-812-9999，建议长期使用BMW原厂燃油添加剂；&nbsp;为了提高我们的服务质量，我们会在3天后对您进行电话回访，希望我们的服务；&nbsp;SRP01：机油保养；&nbsp;,0
"换油保养.,火花塞 拆卸和安装,后制动摩擦块 拆卸和安装,灰尘和花粉过滤器 拆卸和安装,灰尘和花粉滤清器拆卸和安装,魔宝润滑,燃油系统清洗,进排气门系统清洗+节气门清洗,更换变速箱油,嘉实多极护机油,更换前雨刮,检查故障灯亮",0
"换油保养.,节气门控制单元拆卸和安装,A6 2.0 4X80PH机油机滤更换与全面检查,出厂油表及里程数___________,欢迎提前一天预约（36393496）,免费洗车（用时30分钟）,免费提供市内交通替代服务,保养手册随车/结算时解释,已说明添加机油的要求及规定",0
保养赠送轮胎检查及异物清理;保养赠送发动机表面清洗;7500公里间隔保养;回访方式： 电话   回访时间：工作时间;服务顾问：刘欢 电话：15969494456;旧件处理方式：维修站保留;机油再带在副驾驶;更换雨刮喷水电机;更换方向助力油;,0
"空气滤清器滤芯 拆卸和安装,节气门控制单元 拆卸和安装,灰尘和花粉滤清器 拆卸和安装,欢迎致电0551.67978888预约服务,欢迎使用替换车及替代交通服务,换油服务,欢迎参加常规保养买三赠一活动,欢迎体验奥迪微电脑活动",0
"自费或保险;SRP001-机油保养(预计费用:;发动机油保养;2010年11月份售后服务营销活动(;预估费用约:  1680     元+另计;机修检查,电脑诊断无相关故障,;客户反映车辆有时在D档时车辆抖?;",0
左后部事故——大地保险三者；&nbsp;更新后杠；&nbsp;更新左后轮辋及轮胎；&nbsp;更新后桥半轴的左侧车轮轴承；&nbsp;更新左后羊角；&nbsp;更新左后羊角球头；&nbsp;更新左后轮下臂（上臂不换）；&nbsp;更新左后减震；&nbsp;更新立足脚平衡杠；&nbsp;更新左后半轴；&nbsp;拆卸和安装燃油箱；&nbsp;制动系统及 DSC 排气；&nbsp;拆装尾牙及后桥；&nbsp;更新左后侧围；&nbsp;左后侧围喷漆；&nbsp;更新左下裙；&nbsp;左侧纵梁上的盖板饰件喷漆；&nbsp;更新左轮内衬；&nbsp;更新左后尾灯；&nbsp;后保险杠喷漆；&nbsp;拆装前保险杠饰板；&nbsp;前杠油漆；&nbsp;更新左后视镜及镜片；&nbsp;左后视镜壳油漆；&nbsp;为了给您提供更快更好的保养维修服务，我们设有绿色快修服务通道，欢迎预；&nbsp;宝马终身免费事故救援热线：400-812-9999；&nbsp;更新右前轮胎；&nbsp;更新右前轮胎；&nbsp;轮框动平衡；&nbsp;为了给您提供更快更好的保养维修服务，我们设有绿色快修服务通道，欢迎预；&nbsp;宝马终身免费事故救援热线：400-812-9999；&nbsp;,0
后保险杠外壳更换;后保险杠外壳油漆(全喷);其余换件见清单;SA是否向您介绍了：二手车服务□续保服务□延保服务□;行李箱盖整形(2级);行李箱盖油漆(全喷);,0
右后叶烤漆(P);右后叶钣金(B);左后叶烤漆(P);左后叶钣金(B);左前叶烤漆(P);左前叶钣金(B);左后门烤漆(P);左后门钣金(B);后保壳烤漆(P);后保壳钣金(B);前保壳烤漆(P);前保壳钣金(6划痕);,0
维修 保险钣喷;上灰验车;右前门喷漆;右后叶子板喷漆;右后门喷漆;左前叶子板喷漆;左后叶子板喷漆(含A柱);上灰验车;右前门喷漆;右后叶子板喷漆;右后门喷漆;左前叶子板喷漆;左后叶子板喷漆(含A柱);,0
"自费或保险;前杠钣金喷漆, 拆解前杠估价  差三者手续 车主身份证;前杠拆装;前部保险杠喷漆;感谢您对本店的惠顾,我是您的维修顾问王明元移动电话:;右侧前侧围喷漆的拆卸和装配操作;右前侧围喷漆;更换前围;前杠 上下 外修;修复线束;前杠及前杠下节外修;",0
钣金:客户付款;喷漆:客户付款;;更换前杠;更换左前叶子板;更换左前大灯;更换发动机盖;水箱框架修复;拆解报价;后杠拆装修复;右前叶子板框架修复;前保险杠喷漆;后杠右侧喷漆;引擎罩喷漆;左前翼子板喷漆;后杠左侧抛光;右后叶子板抛光点漆;中保;,0
"座椅套号码 118,检查刹车片报警,检查出现两次EPC报警,提醒：替代交通方式服务(20元),提醒服务：欢迎提前1天电话预约,服务提醒:免费洗车服务(20元),*更换后轮刹车片,*更换空气滤芯,*更换空调滤芯 鼓风机滤,*更换火花塞,*空调系统清洗杀菌保养,*G17一箱（12瓶）（1140元）,*拆装清洗节气门",0
"洗车,后保险杠 喷漆,右前保险杠盖板 喷漆,左后翼子板 喷漆,左后翼子板 校平（轻度）,前保险杠 拆卸和安装,后部保险杠 拆卸和安装,钣喷大地一次案代办手续齐,客户委托兴三和维修并报案一次,具体维修以保险公司定损为准,请将左前车门门缝处描漆！！",0
"检查，包括更换机油 .,制动液保养 .,喷油阀清洁,6 火花塞 拆卸和安装,8.9，15.16准时预约优惠,您对我们此次服务是否极为满意,可报销当次出租车票（限额50）",0
四个月/5000公里保养；&nbsp;更换汽油滤清器；&nbsp;更换空气滤清器；&nbsp;四轮平衡换位；&nbsp;发动机内部深化保养；&nbsp;右侧手盒关不严/安装导航走线导致；&nbsp;点烟器外盖开关不顺畅/已调试；&nbsp;更换暖风滤清器；&nbsp;常规检测（胎压、油面、水面等）；&nbsp;下次保养里程：16469KM/2015-06-29；&nbsp;温馨提示：三日内有电话回访及400抽访；&nbsp;D100；&nbsp;,0
"自费或保险;客人反映车辆右侧车身低,出高度灯,请检查;检查电脑故障记忆,并做匹配;空调鼓风机粗滤网烂,客人表示先检查车身高度灯后一起报价;更换单轴空气悬挂控制单元;更换空调粗滤网;保养温馨提示:1.  由于燃油质量的问题,我们强烈建议每一箱汽油添加一瓶BMW;左前门玻璃不能一键上升,左前门开关烂,需更换(提示);;",0
"自费或保险;右前部事故拆检报价(人保 对方全责 RDZA109947);右前部事故拆检报价;*****右后门抛光******;拆装前保险杠饰板;前保险杠中面积整形(100-400平方厘米);前保险杠中面积做底(100-400平方厘米);前保险杠喷漆;喷漆准备处理;前保险杠中面积中涂(100-400平方厘米);右前大灯拆装辅助斯;找加装部把行车记录仪电线布置一下,隐藏起来;",0
"保修;更换发动机线束总成(JL478QEE-J),转向器带拉杆总成,新件试验后正常,请领导批示,谢谢!;用户反映车怠速不稳,踩油门无反应,打方向右前底盘异响;发动机线束总成(JL478QEE-J)内部故障,转向器带拉杆总成异响;",0
"为您提供替代交通方式,车内物品请自理，丢失概不负责,为您提供免费冲车服务,建议您提前1.2天预约27360805,进车间前请联系您的服务顾问,为您办理会员业务,客户同意车辆拆解报价,车辆拆解后不在本店维修交拆解费,拆解费为报价维修价格的15%,垫付车辆交齐相关手续放车,自费车辆交齐维修费放车,客户同意按保险公司定损维修,建议间隔两万公里或两年换火花塞,建议隔六万公里或两年换变速箱油,前杠拆装(活动),前杠喷漆（活动）,左前门调修（活动）,左前门喷漆（活动）,左前叶子板抛光",0
客户反映右一把遥控钥匙失灵请检查;进行车辆测试;客户反映，行驶的时候转向有异响，请检查;经技师检查右前吊杆有变形，右前减震油漏油需要更换;经技师检查机舱有漏油需要更换气门室盖垫，真空泵垫，油管;更换气门室盖垫，真空泵垫，油管;一个化清;更新右前减震支柱及吊杆;底盘测量 KDS， 不加载进行高度测量;调整后桥;客户反映左侧后尾灯有脱落，请检查;经技师检查需要更换遥控器钥匙，然后进行匹配;经技师检查需要更换左后尾灯;更新左侧尾灯;,0
前保险杠外壳油漆(金属漆);左前翼子板整形(1级);左侧前翼子板油漆(金属漆);左侧后侧板整形(1级);左侧后侧板油漆(金属漆);前保险杠外壳拆卸和安装;行李箱盖抛光;右内侧尾灯总成更换;右后车门把手拆卸和安装;右后车门油漆(金属漆);右侧前车门油漆(金属漆);右侧前车门把手拆卸和安装;左后车门抛光;,0
"发动机冷却系统清洗保护,打方向响,CD碟片取不出来,更换防冻液及火花塞,六万公里保养工时,动力转向系统清洗保护,更换空气滤清器,更换空调滤清器及风口网栅,更换皮带张紧器,更换制动液,更换发动机皮带,2014春季服务活动检测项目,ATF 更新,线路保护剂,空调除臭清洗系统,发动机润滑清洗保护,车身保护五卫士保养套餐,洗车,燃油及进气系统清洗,空调进化系统",0
